,país,gênero,altura,peso,comida fav.,programa fav.,esporte fav.
8117,Brasil,F,188,70,Hummus,A Casa de Papel,MMA
8118,EUA,F,200,100,Churrasco,Law and Order,Natação
8119,EUA,M,196,110,Hamburguer,Friends,Futebol
8120,EUA,F,188,120,Tacos,Friends,Basquete
8121,EUA,M,168,90,Arroz Trop.,Friends,Natação
8122,Brasil,F,196,60,Arroz Trop.,Friends,Futebol
8123,EUA,M,188,115,Bagel,A Usurpadora,Luta Livre
8124,EUA,M,192,105,Arroz Trop.,Jeopardy,Boxe
8125,EUA,M,176,110,Hummus,Narcos,Atletismo
8126,Brasil,M,204,95,Feijoada,Cops,Boxe
8127,EUA,M,184,90,Pizza,Cops,Natação
8128,EUA,M,192,105,Clam Chowder,WWE Smackdown,MMA
8129,EUA,F,192,85,Feijoada,Jaspion,Boxe
8130,EUA,F,192,115,Bagel,Narcos,Boliche
8131,Brasil,M,192,90,Arroz Trop.,A Casa de Papel,MMA
8132,EUA,M,196,115,Tacos,Law and Order,Boxe
8133,Brasil,M,176,105,Feijoada,A Usurpadora,Boxe
8134,EUA,M,184,110,Hummus,Law and Order,Basebol
8135,EUA,F,184,90,Pizza,Cops,Basquete
8136,EUA,M,208,110,Bagel,Friends,Atletismo
8137,EUA,F,192,105,Feijoada,Narcos,Basquete
8138,Brasil,F,180,100,Churrasco,Jaspion,Futebol
8139,Brasil,M,196,110,Pizza,Chicago Fire,Boxe
8140,EUA,F,176,85,Feijoada,Friends,Basquete
8141,Brasil,F,196,95,Pizza,Family Feud,Atletismo
8142,EUA,M,204,95,Pizza,Friends,Boliche
8143,EUA,F,168,120,Clam Chowder,Friends,Atletismo
8144,EUA,M,200,80,Hummus,Narcos,Futebol Am.
8145,EUA,F,164,90,Clam Chowder,Family Feud,Basquete
8146,EUA,F,184,90,Feijoada,Law and Order,Basquete
8147,EUA,F,196,115,Bagel,Narcos,Boliche
8148,EUA,F,196,75,Bagel,A Casa de Papel,Natação
8149,Brasil,F,204,85,Hamburguer,A Grande Família,Futebol Am.
8150,EUA,F,168,75,Churrasco,Friends,Boliche
8151,Brasil,F,176,100,Bagel,WWE Smackdown,Futebol de Salão
8152,EUA,M,204,100,Pizza,A Usurpadora,Basebol
8153,Brasil,M,172,105,Arroz Trop.,Narcos,MMA
8154,Brasil,M,188,105,Arroz Trop.,Narcos,Natação
8155,Brasil,M,180,80,Clam Chowder,Friends,Boliche
8156,EUA,M,188,95,Pizza,Jeopardy,Vôlei
8157,EUA,M,188,75,Pizza,Law and Order,Luta Livre
8158,Brasil,M,184,90,Pizza,Chaves,Boxe
8159,Brasil,F,192,75,Churrasco,A Usurpadora,Futebol
8160,Brasil,F,180,60,Hamburguer,Narcos,Boxe
8161,EUA,M,184,95,Tacos,Chicago Fire,Boxe
8162,Brasil,F,184,90,Acarajé,A Casa de Papel,Natação
8163,Brasil,F,180,100,Feijoada,Jaspion,Basebol
8164,Brasil,F,200,110,Arroz Trop.,Narcos,Basebol
8165,Brasil,F,164,90,Bagel,Chicago Fire,Vôlei
8166,EUA,F,204,90,Hummus,Jeopardy,Natação
8167,Brasil,F,196,110,Bagel,WWE Smackdown,Futebol Am.
8168,Brasil,F,192,65,Pizza,Law and Order,Basebol
8169,Brasil,F,192,90,Hummus,Narcos,Vôlei
8170,EUA,M,168,80,Bagel,WWE Smackdown,Basebol
8171,Brasil,F,188,105,Churrasco,Narcos,Boliche
8172,EUA,M,192,100,Churrasco,Jaspion,Boliche
8173,Brasil,M,196,95,Hummus,WWE Smackdown,Futebol Am.
8174,Brasil,M,192,90,Hummus,Jeopardy,Atletismo
8175,Brasil,F,176,70,Churrasco,Chaves,Natação
8176,EUA,F,176,85,Vatapá,Chicago Fire,Atletismo
8177,EUA,M,204,95,Clam Chowder,A Casa de Papel,Atletismo
8178,Brasil,F,196,90,Vatapá,Law and Order,MMA
8179,EUA,M,168,95,Bagel,WWE Smackdown,Boxe
8180,EUA,F,188,100,Hamburguer,Law and Order,Natação
8181,Brasil,M,204,90,Hummus,Law and Order,Boliche
8182,EUA,F,184,85,Arroz Trop.,Jeopardy,Natação
8183,EUA,F,188,100,Hamburguer,Narcos,Basquete
8184,Brasil,F,196,90,Churrasco,A Casa de Papel,Natação
8185,EUA,M,180,60,Feijoada,Law and Order,MMA
8186,EUA,F,184,100,Hamburguer,A Casa de Papel,Natação
8187,EUA,F,176,105,Pizza,Law and Order,Futebol
8188,Brasil,F,208,70,Vatapá,Narcos,Basquete
8189,EUA,M,188,95,Hamburguer,A Casa de Papel,Basquete
8190,Brasil,F,176,105,Churrasco,Friends,Boxe
8191,Brasil,M,200,90,Acarajé,A Usurpadora,Natação
8192,EUA,F,164,110,Clam Chowder,A Usurpadora,Futebol Am.
8193,Brasil,F,200,80,Arroz Trop.,A Casa de Papel,Basquete
8194,Brasil,M,200,80,Churrasco,Narcos,Futebol
8195,Brasil,F,192,100,Pizza,Friends,Boxe
8196,Brasil,F,180,105,Acarajé,Friends,Futebol de Salão
8197,EUA,F,192,105,Pizza,WWE Smackdown,Natação
8198,EUA,F,164,75,Hummus,Law and Order,Boliche
8199,Brasil,M,184,60,Hamburguer,Chicago Fire,Natação
8200,EUA,M,192,100,Pizza,A Casa de Papel,Natação
8201,Brasil,M,184,80,Pizza,Chaves,Boxe
8202,EUA,F,188,75,Bagel,Jeopardy,Futebol Am.
8203,EUA,F,184,80,Hamburguer,Chicago Fire,Boliche
8204,EUA,M,172,125,Tacos,A Casa de Papel,MMA
8205,EUA,F,200,80,Bagel,Law and Order,Basquete
8206,EUA,M,168,105,Clam Chowder,A Casa de Papel,Luta Livre
8207,EUA,F,172,85,Hamburguer,Law and Order,Futebol Am.
8208,Brasil,M,184,85,Churrasco,Chaves,MMA
8209,EUA,M,196,85,Tacos,Narcos,Boxe
8210,Brasil,F,180,75,Pizza,WWE Smackdown,Boxe
8211,Brasil,F,196,115,Feijoada,Jeopardy,Futebol
8212,Brasil,F,176,80,Churrasco,Jaspion,Boxe
8213,EUA,M,188,90,Pizza,WWE Smackdown,Atletismo
8214,Brasil,M,176,95,Hummus,Friends,Basquete
8215,EUA,M,184,85,Tacos,Jeopardy,Futebol Am.
8216,Brasil,M,184,75,Pizza,A Usurpadora,Futebol Am.
8217,Brasil,F,172,60,Pizza,Chicago Fire,Boliche
8218,Brasil,F,196,85,Feijoada,WWE Smackdown,Natação
8219,EUA,F,196,80,Pizza,A Usurpadora,Futebol
8220,Brasil,F,192,110,Hamburguer,WWE Smackdown,Natação
8221,EUA,F,196,75,Pizza,Family Feud,Boliche
8222,EUA,M,192,120,Feijoada,A Usurpadora,MMA
8223,Brasil,M,168,115,Hummus,A Casa de Papel,Boliche
8224,EUA,M,184,85,Bagel,Narcos,Basquete
8225,EUA,M,188,120,Tacos,Friends,Boxe
8226,Brasil,M,184,80,Arroz Trop.,A Casa de Papel,Futebol Am.
8227,EUA,M,192,85,Hummus,Law and Order,Boliche
8228,Brasil,M,176,75,Acarajé,Friends,Boxe
8229,EUA,M,172,110,Bagel,Friends,Atletismo
8230,EUA,F,180,110,Churrasco,Family Feud,Futebol Am.
8231,EUA,M,208,115,Bagel,WWE Smackdown,Vôlei
8232,EUA,M,196,105,Clam Chowder,Jaspion,Atletismo
8233,Brasil,F,188,80,Arroz Trop.,A Casa de Papel,Luta Livre
8234,Brasil,M,176,90,Churrasco,Law and Order,Basquete
8235,Brasil,M,184,100,Vatapá,Chaves,Futebol
8236,Brasil,F,196,85,Churrasco,Friends,Luta Livre
8237,Brasil,M,196,95,Pizza,Law and Order,MMA
8238,EUA,F,188,95,Feijoada,Family Feud,Atletismo
8239,EUA,M,188,95,Feijoada,WWE Smackdown,Basquete
8240,Brasil,M,200,95,Hummus,Friends,MMA
8241,EUA,M,200,75,Hummus,Jaspion,Natação
8242,Brasil,F,180,95,Pizza,A Casa de Papel,Boxe
8243,EUA,M,184,75,Bagel,Narcos,Futebol Am.
8244,Brasil,M,184,95,Arroz Trop.,A Usurpadora,Natação
8245,Brasil,M,192,75,Feijoada,Chicago Fire,MMA
8246,EUA,F,188,120,Feijoada,A Casa de Papel,Futebol Am.
8247,Brasil,M,184,80,Hummus,Jaspion,Futebol Am.
8248,Brasil,M,192,110,Vatapá,Law and Order,MMA
8249,EUA,F,180,95,Hummus,Jeopardy,Boliche
8250,EUA,M,200,105,Hamburguer,Jeopardy,Boxe
8251,Brasil,F,180,75,Pizza,Law and Order,Vôlei
8252,Brasil,F,168,105,Arroz Trop.,Chicago Fire,MMA
8253,Brasil,F,188,70,Hamburguer,Narcos,Vôlei
8254,Brasil,M,188,105,Vatapá,Law and Order,Basquete
8255,Brasil,F,176,75,Feijoada,Friends,Boliche
8256,Brasil,M,192,95,Arroz Trop.,Narcos,Atletismo
8257,EUA,F,184,115,Pizza,WWE Smackdown,Vôlei
8258,Brasil,F,184,70,Acarajé,Law and Order,Futebol Am.
8259,Brasil,F,188,85,Feijoada,Chicago Fire,Luta Livre
8260,Brasil,M,188,80,Bagel,Jaspion,Basquete
8261,Brasil,M,184,90,Acarajé,A Usurpadora,Futebol
8262,Brasil,F,180,105,Hamburguer,A Casa de Papel,Boxe
8263,EUA,F,180,85,Tacos,Jeopardy,Luta Livre
8264,EUA,M,184,110,Bagel,Chicago Fire,Atletismo
8265,Brasil,F,176,115,Arroz Trop.,Family Feud,MMA
8266,Brasil,F,196,115,Feijoada,Law and Order,Basquete
8267,Brasil,M,192,105,Feijoada,Friends,Natação
8268,EUA,F,168,85,Hamburguer,Law and Order,MMA
8269,EUA,F,168,80,Pizza,Jaspion,Vôlei
8270,Brasil,M,196,95,Feijoada,Law and Order,Atletismo
8271,Brasil,F,200,60,Arroz Trop.,Law and Order,Futebol
8272,EUA,F,204,110,Feijoada,Narcos,Futebol Am.
8273,Brasil,M,192,120,Pizza,A Usurpadora,Boxe
8274,EUA,F,180,105,Feijoada,Chicago Fire,Atletismo
8275,EUA,M,204,100,Pizza,WWE Smackdown,Boliche
8276,EUA,M,196,75,Clam Chowder,Chicago Fire,Boliche
8277,Brasil,F,188,95,Arroz Trop.,A Casa de Papel,Futebol
8278,Brasil,F,192,70,Arroz Trop.,Narcos,Atletismo
8279,EUA,M,184,110,Pizza,Chicago Fire,Boxe
8280,Brasil,M,192,80,Arroz Trop.,Law and Order,Atletismo
8281,Brasil,F,172,85,Hummus,A Casa de Papel,Futebol Am.
8282,EUA,M,184,100,Hummus,Jeopardy,Atletismo
8283,EUA,M,164,100,Hamburguer,Jeopardy,Basquete
8284,Brasil,F,204,80,Clam Chowder,Jaspion,Futebol
8285,Brasil,M,180,75,Hummus,A Casa de Papel,Futebol
8286,EUA,M,188,80,Feijoada,Jaspion,Boliche
8287,Brasil,F,168,75,Clam Chowder,Narcos,Natação
8288,EUA,M,200,75,Pizza,WWE Smackdown,Boxe
8289,Brasil,M,176,90,Clam Chowder,Chaves,Boxe
8290,Brasil,F,176,80,Clam Chowder,Narcos,Futebol Am.
8291,Brasil,M,192,80,Bagel,Jaspion,Atletismo
8292,EUA,F,204,85,Bagel,A Casa de Papel,Boxe
8293,Brasil,F,192,60,Arroz Trop.,Law and Order,Boliche
8294,EUA,M,180,105,Feijoada,A Usurpadora,Natação
8295,EUA,M,196,85,Pizza,Law and Order,Futebol Am.
8296,EUA,M,192,90,Bagel,Jeopardy,Basebol
8297,EUA,F,200,95,Hamburguer,Chicago Fire,Natação
8298,Brasil,M,184,85,Churrasco,Narcos,Vôlei
8299,Brasil,M,204,90,Hummus,Narcos,Basquete
8300,EUA,F,188,105,Pizza,Friends,Futebol de Salão
8301,EUA,M,196,70,Bagel,Law and Order,Basquete
8302,Brasil,M,176,85,Churrasco,Chicago Fire,Boxe
8303,Brasil,F,200,95,Pizza,Law and Order,Natação
8304,Brasil,F,184,80,Arroz Trop.,Narcos,Basquete
8305,Brasil,F,172,80,Hummus,WWE Smackdown,Luta Livre
8306,Brasil,F,176,100,Pizza,A Usurpadora,Basquete
8307,EUA,M,208,120,Pizza,Narcos,Luta Livre
8308,EUA,F,172,95,Bagel,Chicago Fire,Atletismo
8309,EUA,M,204,110,Tacos,Law and Order,Atletismo
8310,EUA,F,168,120,Clam Chowder,Chicago Fire,Boliche
8311,Brasil,M,200,80,Acarajé,Chicago Fire,Boxe
8312,EUA,M,196,95,Tacos,Law and Order,Futebol Am.
8313,Brasil,M,184,95,Pizza,Law and Order,Boliche
8314,Brasil,F,192,85,Hummus,Friends,Futebol Am.
8315,Brasil,F,168,85,Pizza,Friends,Boliche
8316,Brasil,F,184,80,Clam Chowder,Jaspion,Vôlei
8317,EUA,F,200,95,Tacos,Chicago Fire,Natação
8318,Brasil,F,192,95,Hamburguer,Friends,Boxe
8319,EUA,M,196,90,Acarajé,Jeopardy,Basquete
8320,Brasil,M,196,90,Arroz Trop.,Chaves,Atletismo
8321,EUA,M,180,100,Feijoada,A Casa de Papel,Boxe
8322,Brasil,M,204,85,Feijoada,Narcos,MMA
8323,Brasil,M,200,85,Hummus,Friends,Luta Livre
8324,Brasil,M,196,85,Feijoada,Jaspion,MMA
8325,Brasil,F,188,70,Pizza,Narcos,Boliche
8326,Brasil,F,180,100,Churrasco,Jeopardy,Futebol Am.
8327,EUA,F,196,85,Churrasco,Narcos,Atletismo
8328,Brasil,F,200,90,Hamburguer,A Casa de Papel,Atletismo
8329,Brasil,F,184,80,Churrasco,Chaves,Natação
8330,EUA,F,168,100,Bagel,Jeopardy,MMA
8331,EUA,M,188,105,Hummus,Law and Order,Basquete
8332,Brasil,M,192,90,Hamburguer,Law and Order,Basquete
8333,Brasil,M,208,100,Tacos,Law and Order,MMA
8334,Brasil,F,204,100,Clam Chowder,A Casa de Papel,Natação
8335,EUA,M,208,85,Feijoada,A Casa de Papel,Futebol Am.
8336,EUA,M,188,90,Feijoada,Jaspion,Basquete
8337,EUA,M,184,100,Clam Chowder,Family Feud,Futebol
8338,EUA,F,196,95,Arroz Trop.,WWE Smackdown,Boxe
8339,EUA,M,188,85,Clam Chowder,Narcos,MMA
8340,EUA,F,192,95,Churrasco,A Casa de Papel,MMA
8341,Brasil,M,200,110,Arroz Trop.,Law and Order,Futebol Am.
8342,Brasil,F,208,105,Acarajé,A Usurpadora,Natação
8343,Brasil,M,192,70,Arroz Trop.,Friends,MMA
8344,EUA,F,176,65,Bagel,Law and Order,Atletismo
8345,Brasil,F,192,100,Hummus,A Usurpadora,Vôlei
8346,EUA,F,184,110,Arroz Trop.,A Casa de Papel,Luta Livre
8347,EUA,F,184,100,Arroz Trop.,WWE Smackdown,Futebol de Salão
8348,EUA,M,200,100,Hamburguer,Narcos,Futebol Am.
8349,EUA,F,184,95,Hamburguer,Jaspion,Luta Livre
8350,EUA,M,204,100,Churrasco,Law and Order,Luta Livre
8351,Brasil,F,192,100,Pizza,Law and Order,Futebol
8352,EUA,M,196,100,Hummus,Friends,Esqui
8353,EUA,M,172,120,Churrasco,Law and Order,Boxe
8354,EUA,M,196,105,Arroz Trop.,Jeopardy,Basquete
8355,Brasil,M,204,90,Arroz Trop.,Jaspion,Natação
8356,Brasil,F,180,110,Hummus,Chicago Fire,Natação
8357,EUA,F,180,105,Hummus,Family Feud,Boliche
8358,EUA,F,184,90,Bagel,Jeopardy,Basquete
8359,EUA,F,184,90,Bagel,Jeopardy,Boliche
8360,Brasil,M,188,70,Arroz Trop.,Law and Order,Natação
8361,Brasil,F,180,75,Acarajé,A Casa de Papel,Basquete
8362,EUA,M,192,95,Tacos,Law and Order,Natação
8363,Brasil,F,196,70,Churrasco,Friends,Luta Livre
8364,EUA,F,200,75,Hummus,Chaves,Boxe
8365,EUA,F,184,80,Hamburguer,A Casa de Papel,Atletismo
8366,EUA,M,188,120,Churrasco,Law and Order,Esqui
8367,EUA,F,172,120,Churrasco,Law and Order,Basquete
8368,EUA,F,200,100,Hamburguer,Friends,Atletismo
8369,Brasil,F,176,85,Pizza,Jaspion,Boxe
8370,EUA,F,184,75,Hummus,Family Feud,Basebol
8371,EUA,M,180,110,Pizza,Friends,Boxe
8372,Brasil,F,208,95,Churrasco,Jeopardy,Futebol
8373,Brasil,M,176,80,Feijoada,A Casa de Papel,Boxe
8374,Brasil,M,188,85,Clam Chowder,Friends,Boxe
8375,Brasil,F,176,100,Feijoada,Narcos,Vôlei
8376,EUA,F,192,100,Hummus,Cops,MMA
8377,Brasil,F,176,60,Hummus,A Usurpadora,MMA
8378,Brasil,F,192,70,Bagel,Friends,Natação
8379,Brasil,F,192,100,Churrasco,WWE Smackdown,Esqui
8380,EUA,M,188,85,Hummus,Jeopardy,Futebol
8381,Brasil,F,184,100,Acarajé,A Casa de Papel,Futebol Am.
8382,Brasil,M,188,90,Feijoada,Narcos,Boxe
8383,Brasil,F,192,90,Bagel,A Usurpadora,Atletismo
8384,Brasil,M,192,75,Acarajé,Narcos,Boxe
8385,EUA,M,184,115,Pizza,Narcos,Atletismo
8386,Brasil,F,176,65,Bagel,A Casa de Papel,Atletismo
8387,EUA,F,176,100,Hummus,Narcos,Basquete
8388,Brasil,M,188,70,Arroz Trop.,Chicago Fire,MMA
8389,Brasil,F,184,70,Feijoada,Law and Order,Vôlei
8390,EUA,M,196,125,Hamburguer,Family Feud,Luta Livre
8391,Brasil,F,184,95,Hummus,A Casa de Papel,Boliche
8392,EUA,M,188,85,Hamburguer,Chicago Fire,Futebol
8393,EUA,M,192,95,Hummus,Chicago Fire,Futebol Am.
8394,Brasil,F,188,105,Bagel,A Casa de Papel,Basquete
8395,Brasil,F,176,100,Pizza,A Usurpadora,Boxe
8396,EUA,F,188,100,Arroz Trop.,Family Feud,Basquete
8397,EUA,F,176,80,Bagel,Friends,Basebol
8398,Brasil,M,196,85,Feijoada,A Usurpadora,Basquete
8399,EUA,M,204,70,Tacos,Friends,MMA
8400,EUA,F,188,75,Bagel,Narcos,Futebol Am.
8401,Brasil,F,172,75,Hummus,Narcos,MMA
8402,EUA,F,184,115,Churrasco,A Usurpadora,MMA
8403,Brasil,F,176,90,Clam Chowder,Friends,Futebol
8404,Brasil,F,180,100,Churrasco,Narcos,Atletismo
8405,Brasil,F,204,100,Pizza,Chaves,Futebol Am.
8406,Brasil,M,188,100,Hamburguer,A Grande Família,Boxe
8407,EUA,F,172,105,Hamburguer,Law and Order,Boliche
8408,Brasil,F,192,100,Clam Chowder,Chicago Fire,Boxe
8409,Brasil,F,180,65,Arroz Trop.,Family Feud,Futebol
8410,EUA,F,196,100,Clam Chowder,Friends,Futebol Am.
8411,EUA,M,200,85,Churrasco,A Casa de Papel,Boliche
8412,EUA,M,188,110,Feijoada,A Usurpadora,Luta Livre
8413,EUA,M,176,85,Bagel,WWE Smackdown,Futebol
8414,Brasil,M,176,70,Churrasco,Chaves,Atletismo
8415,Brasil,M,188,90,Feijoada,A Usurpadora,Natação
8416,Brasil,F,196,80,Hamburguer,Chaves,Luta Livre
8417,Brasil,M,184,110,Clam Chowder,A Casa de Papel,Basebol
8418,Brasil,F,196,75,Feijoada,A Usurpadora,Futebol
8419,Brasil,M,184,75,Acarajé,A Casa de Papel,Futebol Am.
8420,EUA,F,188,105,Hummus,WWE Smackdown,Atletismo
8421,Brasil,F,172,80,Acarajé,Jaspion,Basquete
8422,Brasil,F,192,105,Churrasco,Chicago Fire,Atletismo
8423,Brasil,F,180,75,Hummus,Friends,Natação
8424,Brasil,M,184,85,Hamburguer,Jaspion,Futebol de Salão
8425,EUA,F,180,90,Bagel,WWE Smackdown,Atletismo
8426,Brasil,F,192,115,Pizza,Narcos,Boxe
8427,EUA,M,172,75,Acarajé,A Casa de Papel,Futebol Am.
8428,Brasil,F,180,85,Pizza,A Casa de Papel,Basquete
8429,Brasil,F,200,75,Hummus,Jaspion,Basquete
8430,EUA,F,184,100,Churrasco,Jeopardy,Vôlei
8431,EUA,M,184,70,Churrasco,Chicago Fire,Boxe
8432,EUA,F,188,110,Feijoada,Chicago Fire,Boliche
8433,Brasil,F,188,105,Feijoada,Narcos,Atletismo
8434,EUA,M,176,115,Hamburguer,Narcos,Atletismo
8435,Brasil,M,196,95,Churrasco,Friends,Boxe
8436,Brasil,M,204,75,Hummus,Law and Order,Boxe
8437,Brasil,M,192,85,Arroz Trop.,Narcos,Boliche
8438,Brasil,F,192,95,Feijoada,A Casa de Papel,Atletismo
8439,EUA,M,172,100,Hamburguer,Chicago Fire,Vôlei
8440,EUA,M,180,100,Acarajé,WWE Smackdown,Basquete
8441,EUA,F,192,100,Bagel,WWE Smackdown,Boliche
8442,EUA,F,188,80,Hamburguer,Chicago Fire,Boliche
8443,EUA,M,176,100,Acarajé,Friends,Boliche
8444,EUA,M,192,90,Hamburguer,Friends,Boliche
8445,Brasil,F,184,105,Acarajé,Jaspion,Atletismo
8446,Brasil,M,184,80,Feijoada,WWE Smackdown,Futebol
8447,EUA,M,208,80,Arroz Trop.,Law and Order,Basquete
8448,Brasil,F,192,70,Bagel,WWE Smackdown,Futebol
8449,EUA,M,192,105,Pizza,Jeopardy,Boxe
8450,Brasil,M,184,80,Churrasco,Friends,Futebol Am.
8451,Brasil,F,188,90,Acarajé,A Casa de Papel,Boliche
8452,EUA,F,168,95,Hamburguer,Cops,Natação
8453,EUA,F,196,95,Bagel,Family Feud,Atletismo
8454,Brasil,M,184,105,Arroz Trop.,WWE Smackdown,MMA
8455,EUA,M,192,110,Feijoada,Narcos,Boxe
8456,Brasil,F,188,80,Bagel,Jaspion,Futebol
8457,EUA,F,168,115,Feijoada,Chicago Fire,Futebol Am.
8458,EUA,F,176,85,Tacos,Friends,Futebol Am.
8459,EUA,F,204,75,Clam Chowder,WWE Smackdown,Boxe
8460,EUA,M,196,115,Hummus,Law and Order,Basebol
8461,Brasil,M,188,95,Vatapá,Friends,Basquete
8462,EUA,F,200,120,Hamburguer,Jeopardy,Atletismo
8463,Brasil,F,192,95,Arroz Trop.,Law and Order,Natação
8464,Brasil,M,208,100,Arroz Trop.,Law and Order,Esqui
8465,EUA,M,176,95,Hummus,Chicago Fire,Natação
8466,EUA,F,176,105,Hamburguer,Cops,Basebol
8467,EUA,M,180,90,Hummus,Law and Order,Luta Livre
8468,EUA,F,188,105,Pizza,Friends,MMA
8469,Brasil,F,184,100,Acarajé,Narcos,Boliche
8470,EUA,M,188,120,Hamburguer,WWE Smackdown,Boliche
8471,EUA,F,184,95,Churrasco,A Usurpadora,Futebol Am.
8472,EUA,M,180,90,Clam Chowder,WWE Smackdown,Boxe
8473,EUA,M,184,75,Bagel,Law and Order,Futebol Am.
8474,Brasil,F,172,90,Feijoada,Friends,Boxe
8475,Brasil,M,176,75,Clam Chowder,Chicago Fire,Natação
8476,EUA,F,188,100,Clam Chowder,A Usurpadora,Futebol Am.
8477,Brasil,M,192,90,Feijoada,A Casa de Papel,Boxe
8478,EUA,M,188,75,Hamburguer,Narcos,MMA
8479,Brasil,F,180,95,Pizza,Jaspion,Atletismo
8480,Brasil,F,200,100,Feijoada,Jaspion,Futebol Am.
8481,EUA,F,192,105,Pizza,Law and Order,Natação
8482,EUA,F,192,85,Pizza,Family Feud,Futebol
8483,Brasil,F,184,65,Feijoada,A Usurpadora,Futebol
8484,Brasil,M,184,100,Arroz Trop.,Chaves,Atletismo
8485,EUA,F,176,85,Bagel,Chicago Fire,Luta Livre
8486,EUA,M,196,85,Hamburguer,WWE Smackdown,Futebol
8487,EUA,M,188,100,Arroz Trop.,Law and Order,Atletismo
8488,EUA,M,200,90,Hamburguer,Friends,Atletismo
8489,Brasil,F,180,100,Churrasco,A Casa de Papel,Atletismo
8490,Brasil,M,196,110,Pizza,Jaspion,MMA
8491,Brasil,F,172,95,Pizza,A Usurpadora,Natação
8492,Brasil,F,196,95,Pizza,A Casa de Papel,MMA
8493,Brasil,M,188,80,Hamburguer,Narcos,Futebol
8494,EUA,M,188,100,Hummus,Jeopardy,Luta Livre
8495,Brasil,M,176,75,Feijoada,Law and Order,Futebol de Salão
8496,EUA,F,192,110,Hummus,Chicago Fire,Futebol Am.
8497,EUA,M,180,95,Clam Chowder,Chicago Fire,Luta Livre
8498,Brasil,F,196,95,Feijoada,Narcos,MMA
8499,EUA,F,180,80,Acarajé,WWE Smackdown,Boxe
8500,EUA,F,184,85,Pizza,Chicago Fire,Atletismo
8501,Brasil,F,168,100,Churrasco,Chaves,Futebol
8502,Brasil,F,188,95,Pizza,Friends,Boxe
8503,Brasil,F,196,65,Churrasco,A Usurpadora,Basquete
8504,EUA,M,184,95,Arroz Trop.,Friends,Luta Livre
8505,Brasil,F,188,100,Hamburguer,Jeopardy,Boxe
8506,EUA,M,188,110,Pizza,Chicago Fire,Atletismo
8507,EUA,M,188,110,Churrasco,Chicago Fire,Natação
8508,EUA,F,192,80,Bagel,A Usurpadora,Boxe
8509,EUA,F,164,90,Churrasco,Chicago Fire,Atletismo
8510,EUA,F,184,95,Hamburguer,WWE Smackdown,Futebol
8511,EUA,M,176,80,Arroz Trop.,Narcos,Atletismo
8512,Brasil,M,192,55,Feijoada,A Casa de Papel,Boliche
8513,Brasil,F,172,115,Hummus,Narcos,Atletismo
8514,EUA,F,184,75,Hummus,Friends,Boxe
8515,EUA,F,184,100,Pizza,A Casa de Papel,Atletismo
8516,Brasil,F,196,65,Hummus,A Casa de Papel,Boxe
8517,EUA,F,180,75,Churrasco,Chicago Fire,MMA
8518,Brasil,F,192,70,Feijoada,A Usurpadora,Boxe
8519,EUA,F,192,115,Hamburguer,Narcos,Boliche
8520,Brasil,F,196,85,Hamburguer,Family Feud,Natação
8521,Brasil,F,200,90,Feijoada,A Casa de Papel,Futebol
8522,EUA,M,200,100,Bagel,Family Feud,Natação
8523,Brasil,M,208,95,Arroz Trop.,A Casa de Papel,Boxe
8524,Brasil,M,192,90,Acarajé,WWE Smackdown,Basquete
8525,Brasil,F,180,85,Arroz Trop.,Chaves,Basquete
8526,EUA,M,188,80,Tacos,Jaspion,Basebol
8527,Brasil,F,168,115,Acarajé,Friends,Basquete
8528,EUA,F,188,70,Hummus,WWE Smackdown,Futebol Am.
8529,Brasil,M,204,100,Hamburguer,Narcos,Futebol
8530,EUA,F,192,85,Hamburguer,Chicago Fire,Boxe
8531,EUA,M,200,110,Clam Chowder,WWE Smackdown,Luta Livre
8532,EUA,F,176,70,Torta de Maçã,Narcos,Natação
8533,Brasil,F,168,75,Clam Chowder,A Grande Família,Boliche
8534,EUA,F,180,100,Feijoada,Chicago Fire,MMA
8535,Brasil,M,192,100,Clam Chowder,A Usurpadora,Natação
8536,Brasil,M,192,80,Pizza,Law and Order,Natação
8537,EUA,M,184,90,Acarajé,Friends,Boliche
8538,Brasil,F,188,75,Hamburguer,WWE Smackdown,Basquete
8539,EUA,M,196,115,Hamburguer,Chicago Fire,Boliche
8540,EUA,F,192,95,Churrasco,WWE Smackdown,Boliche
8541,Brasil,M,184,95,Bagel,Narcos,Futebol
8542,Brasil,F,176,95,Pizza,Chicago Fire,Atletismo
8543,EUA,M,184,70,Churrasco,A Usurpadora,Natação
8544,Brasil,M,180,75,Hamburguer,Friends,Futebol de Salão
8545,EUA,M,184,110,Hamburguer,Chicago Fire,Natação
8546,EUA,F,176,90,Hamburguer,Family Feud,Basebol
8547,Brasil,M,200,90,Churrasco,Friends,Boxe
8548,Brasil,M,200,80,Feijoada,A Usurpadora,Futebol Am.
8549,Brasil,F,176,105,Churrasco,Law and Order,MMA
8550,Brasil,M,180,85,Bagel,Jaspion,Natação
8551,EUA,F,176,80,Tacos,Narcos,Boliche
8552,EUA,M,176,105,Bagel,A Casa de Papel,Atletismo
8553,Brasil,M,184,100,Hummus,WWE Smackdown,Vôlei
8554,EUA,F,192,110,Churrasco,Law and Order,Futebol
8555,Brasil,M,196,85,Arroz Trop.,Law and Order,Boliche
8556,Brasil,F,164,60,Churrasco,Chaves,MMA
